,
RHS Blind,0
LHS Blind,0
Middle Blind Control on LHS,-5
Middle Blind Control on RHS,-5
Motor RHS,-5
Motor LHS,-5
Motor RHS,-5
Motor LHS,-5
Motor RHS,-5
Motor LHS,-5
Motor RHS,-5
Motor LHS,-5
Motor RHS,-5
Motor LHS,-5
Control,-5
N/A,0
RHS Blind Independent Link,-3
LHS Blind Independent Link,-3
Spring N/A,0
Middle Blind Control on LHS Independent Link,-3
Middle Blind Control on RHS Independent Link,-3
N/A.,0
,
,
,
