None,0
Straight Upholstered Pelmet,5
Shaped Upholstered Pelmet,5
Straight Bonded Pelmet,5
Aluminium Valance,5
Aluminium Valance - Fabric Covered,5
Aluminium Pelmet,5
Square Cassette,5
Square Cassette with Side Channels,15
Square Cassette with Side Channels,20
Round Cassette,5
Round Cassette with Side Channels,15
Round Cassette with Side Channels,20
Side Channels,5
Zipscreen Hooding,20
,
,
,
,
,
,
,
,
,
