,,,,,,,,
Round CassetteTop Fix2nm 12v Acmeda Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteTop FixAcmeda 12v 6nm Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteTop Fix0.7nm 12v Acmeda Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteTop Fix1.1nm 12v Acmeda DCRF Motor with External Battery,10,14,14,N/A,No,No,No,Yes
Round CassetteTop Fix1.1nm 12v Acmeda DCRF Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteTop Fix2nm 12v Acmeda DCRF Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteTop FixSomfy Remote Sonesse Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteTop FixSomfy 12v Remote Sonesse Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteTop FixSomfy CBUS Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteTop FixHD Somfy Remote Sonesse Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteTop FixHD Somfy 12v Remote Sonesse Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteTop FixHD Somfy CBUS Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteTop FixAcmeda E6 Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteTop FixAcmeda M6 Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteTop FixUniline Remote Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteTop FixUniline Cbus Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteTop FixNice Remote Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteTop FixNice CBus Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteTop FixSunboss Chain Winder 38mm Tube,10,14,14,N/A,No,No,No,Yes
Round CassetteTop FixSunboss Chain Winder 43mm Tube,10,14,14,N/A,No,No,No,Yes
Round CassetteTop FixTBS Remote Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteTop FixTBS Cbus Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteTop FixAcmeda External Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteTop FixAcmeda External 12v Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteTop FixSomfy External CBUS Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteTop FixSomfy External Remote Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteTop FixSomfy External CBUS Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteTop FixHD Somfy External Remote Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteInside Window MountChain Winder,10,14,29,N/A,No,No,No,Yes
Round CassetteInside Window MountHD Chain Winder,10,14,29,N/A,No,No,No,Yes
Round CassetteInside Window MountChain Winder 60mm,10,14,29,N/A,No,No,No,Yes
Round CassetteInside Window MountChain Winder Fixed Guide,10,14,29,N/A,No,No,No,Yes
Round CassetteInside Window MountLinked,10,14,14,N/A,No,No,No,Yes
Round CassetteInside Window MountLinked - HD,10,14,14,N/A,No,No,No,Yes
Round CassetteInside Window MountStandard Spring,10,14,14,N/A,No,No,No,Yes
Round CassetteInside Window MountSmall Spring,10,14,14,N/A,No,No,No,Yes
Round CassetteInside Window MountUniline Spring (Old Style),10,14,14,N/A,No,No,No,Yes
Round CassetteInside Window MountBecker Remote Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteInside Window MountBecker CBUS Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteInside Window MountBecker External Remote Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteInside Window MountBecker External CBUS Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteInside Window Mount1.1nm 12v Acmeda Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteInside Window Mount2nm 12v Acmeda Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteInside Window MountAcmeda 12v 6nm Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteInside Window Mount0.7nm 12v Acmeda Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteInside Window Mount1.1nm 12v Acmeda DCRF Motor with External Battery,10,14,14,N/A,No,No,No,Yes
Round CassetteInside Window Mount1.1nm 12v Acmeda DCRF Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteInside Window Mount2nm 12v Acmeda DCRF Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteInside Window MountSomfy Remote Sonesse Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteInside Window MountSomfy 12v Remote Sonesse Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteInside Window MountSomfy CBUS Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteInside Window MountHD Somfy Remote Sonesse Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteInside Window MountHD Somfy 12v Remote Sonesse Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteInside Window MountHD Somfy CBUS Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteInside Window MountAcmeda E6 Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteInside Window MountAcmeda M6 Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteInside Window MountUniline Remote Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteInside Window MountUniline Cbus Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteInside Window MountNice Remote Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteInside Window MountNice CBus Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteInside Window MountSunboss Chain Winder 38mm Tube,10,14,14,N/A,No,No,No,Yes
Round CassetteInside Window MountSunboss Chain Winder 43mm Tube,10,14,14,N/A,No,No,No,Yes
Round CassetteInside Window MountTBS Remote Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteInside Window MountTBS Cbus Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteInside Window MountAcmeda External Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteInside Window MountAcmeda External 12v Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteInside Window MountSomfy External CBUS Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteInside Window MountSomfy External Remote Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteInside Window MountHD Somfy External CBUS Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteInside Window MountHD Somfy External Remote Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteOutside Window MountChain Winder,10,14,29,N/A,No,No,No,Yes
Round CassetteOutside Window MountHD Chain Winder,10,14,29,N/A,No,No,No,Yes
Round CassetteOutside Window MountChain Winder 60mm,10,14,29,N/A,No,No,No,Yes
Round CassetteOutside Window MountChain Winder Fixed Guide,10,14,29,N/A,No,No,No,Yes
Round CassetteOutside Window MountLinked,10,14,14,N/A,No,No,No,Yes
Round CassetteOutside Window MountLinked - HD,10,14,14,N/A,No,No,No,Yes
Round CassetteOutside Window MountStandard Spring,10,14,14,N/A,No,No,No,Yes
Round CassetteOutside Window MountSmall Spring,10,14,14,N/A,No,No,No,Yes
Round CassetteOutside Window MountUniline Spring (Old Style),10,14,14,N/A,No,No,No,Yes
Round CassetteOutside Window MountBecker Remote Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteOutside Window MountBecker CBUS Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteOutside Window MountBecker External Remote Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteOutside Window MountBecker External CBUS Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteOutside Window Mount1.1nm 12v Acmeda Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteOutside Window Mount2nm 12v Acmeda Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteOutside Window MountAcmeda 12v 6nm Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteOutside Window Mount0.7nm 12v Acmeda Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteOutside Window Mount1.1nm 12v Acmeda DCRF Motor with External Battery,10,14,14,N/A,No,No,No,Yes
Round CassetteOutside Window Mount1.1nm 12v Acmeda DCRF Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteOutside Window Mount2nm 12v Acmeda DCRF Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteOutside Window MountSomfy Remote Sonesse Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteOutside Window MountSomfy 12v Remote Sonesse Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteOutside Window MountSomfy CBUS Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteOutside Window MountHD Somfy Remote Sonesse Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteOutside Window MountHD Somfy 12v Remote Sonesse Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteOutside Window MountHD Somfy CBUS Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteOutside Window MountAcmeda E6 Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteOutside Window MountAcmeda M6 Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteOutside Window MountUniline Remote Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteOutside Window MountUniline Cbus Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteOutside Window MountNice Remote Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteOutside Window MountNice CBus Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteOutside Window MountSunboss Chain Winder 38mm Tube,10,14,14,N/A,No,No,No,Yes
Round CassetteOutside Window MountSunboss Chain Winder 43mm Tube,10,14,14,N/A,No,No,No,Yes
Round CassetteOutside Window MountTBS Remote Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteOutside Window MountTBS Cbus Motor,10,14,14,N/A,No,No,,Yes
Round CassetteOutside Window MountAcmeda External Motor,10,14,14,N/A,No,No,,Yes
Round CassetteOutside Window MountAcmeda External 12v Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteOutside Window MountSomfy External CBUS Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteOutside Window MountSomfy External Remote Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteOutside Window MountHD Somfy External CBUS Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteOutside Window MountHD Somfy External Remote Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteRevealChain Winder,10,14,29,N/A,Yes,No,No,Yes
Round CassetteRevealHD Chain Winder,10,14,29,N/A,Yes,No,No,Yes
Round CassetteRevealChain Winder 60mm,10,14,29,N/A,No,No,No,Yes
Round CassetteRevealChain Winder Fixed Guide,10,14,29,N/A,No,No,No,Yes
Round CassetteRevealLinked,10,14,14,N/A,No,No,No,Yes
Round CassetteRevealLinked - HD,10,14,14,N/A,No,No,No,Yes
Round CassetteRevealStandard Spring,10,14,14,N/A,No,No,No,Yes
Round CassetteRevealSmall Spring,10,14,14,N/A,No,No,No,Yes
Round CassetteRevealUniline Spring (Old Style),10,14,14,N/A,No,No,No,Yes
Round CassetteRevealBecker Remote Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteRevealBecker CBUS Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteRevealBecker External Remote Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteRevealBecker External CBUS Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteReveal1.1nm 12v Acmeda Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteReveal2nm 12v Acmeda Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteRevealAcmeda 12v 6nm Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteReveal0.7nm 12v Acmeda Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteReveal1.1nm 12v Acmeda DCRF Motor with External Battery,10,14,14,N/A,No,No,No,Yes
Round CassetteReveal1.1nm 12v Acmeda DCRF Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteReveal2nm 12v Acmeda DCRF Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteRevealSomfy Remote Sonesse Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteRevealSomfy 12v Remote Sonesse Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteRevealSomfy CBUS Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteRevealHD Somfy Remote Sonesse Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteRevealHD Somfy 12v Remote Sonesse Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteRevealHD Somfy CBUS Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteRevealAcmeda E6 Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteRevealAcmeda M6 Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteRevealUniline Remote Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteRevealUniline Cbus Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteRevealNice Remote Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteRevealNice CBus Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteRevealSunboss Chain Winder 38mm Tube,10,14,14,N/A,No,No,No,Yes
Round CassetteRevealSunboss Chain Winder 43mm Tube,10,14,14,N/A,No,No,No,Yes
Round CassetteRevealTBS Remote Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteRevealTBS Cbus Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteRevealAcmeda External Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteRevealAcmeda External 12v Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteRevealSomfy External CBUS Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteRevealSomfy External Remote Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteRevealHD Somfy External CBUS Motor,10,14,14,N/A,No,No,No,Yes
Round CassetteRevealHD Somfy External Remote Motor,10,14,14,N/A,No,No,No,Yes
Round Cassette with Side ChannelsFaceChain Winder,10,14,29,88,No,Yes,No,Yes
Round Cassette with Side ChannelsFaceHD Chain Winder,10,14,29,88,No,Yes,No,Yes
Round Cassette with Side ChannelsFaceChain Winder 60mm,10,14,29,88,No,Yes,No,Yes
Round Cassette with Side ChannelsFaceChain Winder Fixed Guide,10,14,29,88,No,Yes,No,Yes
Round Cassette with Side ChannelsFaceLinked,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsFaceLinked - HD,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsFaceStandard Spring,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsFaceSmall Spring,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsFaceUniline Spring (Old Style),10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsFaceBecker Remote Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsFaceBecker CBUS Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsFaceBecker External Remote Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsFaceBecker External CBUS Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsFace1.1nm 12v Acmeda Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsFace2nm 12v Acmeda Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsFaceAcmeda 12v 6nm Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsFace0.7nm 12v Acmeda Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsFace1.1nm 12v Acmeda DCRF Motor with External Battery,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsFace1.1nm 12v Acmeda DCRF Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsFace2nm 12v Acmeda DCRF Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsFaceSomfy Remote Sonesse Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsFaceSomfy 12v Remote Sonesse Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsFaceSomfy CBUS Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsFaceHD Somfy Remote Sonesse Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsFaceHD Somfy 12v Remote Sonesse Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsFaceHD Somfy CBUS Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsFaceAcmeda E6 Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsFaceAcmeda M6 Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsFaceUniline Remote Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsFaceUniline Cbus Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsFaceNice Remote Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsFaceNice CBus Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsFaceSunboss Chain Winder 38mm Tube,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsFaceSunboss Chain Winder 43mm Tube,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsFaceTBS Remote Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsFaceTBS Cbus Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsFaceAcmeda External Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsFaceAcmeda External 12v Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsFaceSomfy External CBUS Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsFaceSomfy External Remote Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsFaceHD Somfy External CBUS Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsFaceHD Somfy External Remote Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsTop FixChain Winder,10,14,29,88,No,Yes,No,Yes
Round Cassette with Side ChannelsTop FixHD Chain Winder,10,14,29,88,No,Yes,No,Yes
Round Cassette with Side ChannelsTop FixChain Winder 60mm,10,14,29,88,No,Yes,No,Yes
Round Cassette with Side ChannelsTop FixChain Winder Fixed Guide,10,14,29,88,No,Yes,No,Yes
Round Cassette with Side ChannelsTop FixLinked,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsTop FixLinked - HD,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsTop FixStandard Spring,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsTop FixSmall Spring,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsTop FixUniline Spring (Old Style),10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsTop FixBecker Remote Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsTop FixBecker CBUS Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsTop FixBecker External Remote Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsTop FixBecker External CBUS Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsTop Fix1.1nm 12v Acmeda Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsTop Fix2nm 12v Acmeda Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsTop FixAcmeda 12v 6nm Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsTop Fix0.7nm 12v Acmeda Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsTop Fix1.1nm 12v Acmeda DCRF Motor with External Battery,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsTop Fix1.1nm 12v Acmeda DCRF Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsTop Fix2nm 12v Acmeda DCRF Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsTop FixSomfy Remote Sonesse Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsTop FixSomfy 12v Remote Sonesse Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsTop FixSomfy CBUS Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsTop FixHD Somfy Remote Sonesse Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsTop FixHD Somfy 12v Remote Sonesse Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsTop FixHD Somfy CBUS Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsTop FixAcmeda E6 Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsTop FixAcmeda M6 Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsTop FixUniline Remote Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsTop FixUniline Cbus Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsTop FixNice Remote Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsTop FixNice CBus Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsTop FixSunboss Chain Winder 38mm Tube,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsTop FixSunboss Chain Winder 43mm Tube,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsTop FixTBS Remote Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsTop FixTBS Cbus Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsTop FixAcmeda External Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsTop FixAcmeda External 12v Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsTop FixSomfy External CBUS Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsTop FixSomfy External Remote Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsTop FixSomfy External CBUS Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsTop FixHD Somfy External Remote Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsInside Window MountChain Winder,10,14,29,88,No,Yes,No,Yes
Round Cassette with Side ChannelsInside Window MountHD Chain Winder,10,14,29,88,No,Yes,No,Yes
Round Cassette with Side ChannelsInside Window MountChain Winder 60mm,10,14,29,88,No,Yes,No,Yes
Round Cassette with Side ChannelsInside Window MountChain Winder Fixed Guide,10,14,29,88,No,Yes,No,Yes
Round Cassette with Side ChannelsInside Window MountLinked,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsInside Window MountLinked - HD,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsInside Window MountStandard Spring,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsInside Window MountSmall Spring,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsInside Window MountUniline Spring (Old Style),10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsInside Window MountBecker Remote Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsInside Window MountBecker CBUS Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsInside Window MountBecker External Remote Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsInside Window MountBecker External CBUS Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsInside Window Mount1.1nm 12v Acmeda Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsInside Window Mount2nm 12v Acmeda Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsInside Window MountAcmeda 12v 6nm Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsInside Window Mount0.7nm 12v Acmeda Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsInside Window Mount1.1nm 12v Acmeda DCRF Motor with External Battery,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsInside Window Mount1.1nm 12v Acmeda DCRF Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsInside Window Mount2nm 12v Acmeda DCRF Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsInside Window MountSomfy Remote Sonesse Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsInside Window MountSomfy 12v Remote Sonesse Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsInside Window MountSomfy CBUS Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsInside Window MountHD Somfy Remote Sonesse Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsInside Window MountHD Somfy 12v Remote Sonesse Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsInside Window MountHD Somfy CBUS Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsInside Window MountAcmeda E6 Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsInside Window MountAcmeda M6 Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsInside Window MountUniline Remote Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsInside Window MountUniline Cbus Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsInside Window MountNice Remote Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsInside Window MountNice CBus Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsInside Window MountSunboss Chain Winder 38mm Tube,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsInside Window MountSunboss Chain Winder 43mm Tube,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsInside Window MountTBS Remote Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsInside Window MountTBS Cbus Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsInside Window MountAcmeda External Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsInside Window MountAcmeda External 12v Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsInside Window MountSomfy External CBUS Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsInside Window MountSomfy External Remote Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsInside Window MountHD Somfy External CBUS Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsInside Window MountHD Somfy External Remote Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsOutside Window MountChain Winder,10,14,29,88,No,Yes,No,Yes
Round Cassette with Side ChannelsOutside Window MountHD Chain Winder,10,14,29,88,No,Yes,No,Yes
Round Cassette with Side ChannelsOutside Window MountChain Winder 60mm,10,14,29,88,No,Yes,No,Yes
Round Cassette with Side ChannelsOutside Window MountChain Winder Fixed Guide,10,14,29,88,No,Yes,No,Yes
Round Cassette with Side ChannelsOutside Window MountLinked,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsOutside Window MountLinked - HD,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsOutside Window MountStandard Spring,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsOutside Window MountSmall Spring,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsOutside Window MountUniline Spring (Old Style),10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsOutside Window MountBecker Remote Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsOutside Window MountBecker CBUS Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsOutside Window MountBecker External Remote Motor,10,14,14,88,No,Yes,No,Yes
Round Cassette with Side ChannelsOutside Window MountBecker External CBUS Motor,10,14,14,88,No,Yes,No,Yes
