Column,Header,Formula (row 11 / first data row)
A,Sticker No.,
B,Location,
C,Pelmet/Valnce Type,
D,Pelmet Colour,
E,Pelmet Shape,
F,Fabric,
G,Fit,
H,Pelmet Width,
I,IBM OBM,
J,Face Size(mm),
K,Return Size(mm),
L,Returns,
M,Headboard Size(mm),
N,Piping,
O,Comment,
